Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Minor,21:15,Monday,Stormy,Dusk,Village Road,Wet,Signals,106,4
0,Minor,4:46,Wednesday,Foggy,Dark,Village Road,Wet,Signs,55,4
0,Minor,11:38,Saturday,Foggy,Dark,National Highway,Wet,Unknown,25,2
1,Minor,16:10,Friday,Stormy,Dawn,Village Road,Under Construction,Guard,30,1
1,Minor,5:58,Sunday,Snowy,Dawn,State Highway,Icy,None,57,3
0,Minor,13:35,Tuesday,Foggy,Daylight,National Highway,Dry,Guard,53,4
0,Serious,16:16,Thursday,Hazy,Dark,Village Road,Icy,Guard,100,1
1,Minor,22:04,Sunday,Clear,Dawn,Urban Road,Under Construction,Unknown,86,3
1,Minor,11:36,Friday,Rainy,Daylight,Village Road,Wet,Signals,65,2
1,Serious,5:15,Thursday,Foggy,Dusk,Village Road,Wet,Guard,117,5
0,Minor,7:21,Saturday,Hazy,Dawn,National Highway,Dry,Signals,105,4
0,Minor,1:00,Tuesday,Hazy,Dusk,State Highway,Dry,Unknown,48,4
0,Minor,13:04,Wednesday,Foggy,Daylight,Village Road,Icy,Unknown,79,3
0,Minor,14:44,Sunday,Snowy,Dusk,National Highway,Icy,Signs,73,5
0,Serious,21:53,Wednesday,Clear,Dark,National Highway,Dry,None,112,1
0,Serious,2:56,Tuesday,Rainy,Dark,State Highway,Under Construction,Unknown,88,2
0,Minor,18:38,Thursday,Foggy,Dusk,National Highway,Icy,Unknown,93,1
0,Serious,18:27,Saturday,Rainy,Dark,State Highway,Wet,Signals,93,3
0,Minor,15:41,Friday,Stormy,Daylight,Urban Road,Wet,Unknown,28,4
0,Serious,2:12,Tuesday,Hazy,Dark,Village Road,Under Construction,Guard,104,4
0,Minor,1:58,Monday,Hazy,Dusk,National Highway,Dry,Signs,96,1
0,Minor,6:25,Thursday,Foggy,Dusk,Urban Road,Icy,Signs,29,2
0,Minor,15:16,Wednesday,Foggy,Dusk,National Highway,Wet,Guard,94,3
1,Minor,0:48,Sunday,Stormy,Dawn,National Highway,Dry,Unknown,87,2
0,Minor,1:34,Tuesday,Snowy,Dusk,Urban Road,Icy,None,77,3
0,Minor,23:55,Wednesday,Foggy,Daylight,National Highway,Under Construction,Unknown,114,2
0,Minor,5:12,Thursday,Hazy,Dark,National Highway,Wet,Signs,71,1
1,Minor,7:17,Wednesday,Rainy,Dark,Urban Road,Under Construction,None,53,5
0,Minor,15:37,Tuesday,Clear,Dawn,National Highway,Under Construction,Signals,54,3
0,Minor,13:23,Thursday,Rainy,Dawn,State Highway,Under Construction,Signals,52,1
0,Minor,17:33,Monday,Snowy,Daylight,National Highway,Icy,Unknown,91,4
0,Minor,10:56,Tuesday,Clear,Dusk,Village Road,Under Construction,Unknown,51,4
0,Minor,8:11,Friday,Rainy,Dawn,National Highway,Icy,None,74,2
0,Serious,16:34,Saturday,Rainy,Dark,Village Road,Icy,None,116,4
1,Minor,0:01,Tuesday,Stormy,Dawn,Village Road,Under Construction,Unknown,27,5
0,Minor,17:16,Thursday,Snowy,Dawn,National Highway,Under Construction,Signs,65,3
1,Minor,14:20,Sunday,Hazy,Dusk,Urban Road,Dry,Signals,33,2
1,Serious,11:14,Saturday,Stormy,Dawn,State Highway,Wet,None,117,3
0,Minor,9:15,Tuesday,Clear,Daylight,State Highway,Dry,Signs,27,3
1,Serious,2:11,Monday,Hazy,Dark,National Highway,Wet,Unknown,90,1
0,Minor,0:33,Sunday,Stormy,Dusk,Urban Road,Wet,Guard,96,4
0,Minor,13:45,Monday,Snowy,Dark,Urban Road,Dry,None,73,3
0,Minor,20:58,Friday,Foggy,Daylight,State Highway,Dry,Guard,40,5
0,Minor,22:36,Sunday,Foggy,Daylight,Urban Road,Wet,Signs,115,5
0,Minor,18:47,Wednesday,Clear,Dawn,National Highway,Wet,Signals,94,4
0,Minor,7:16,Sunday,Foggy,Dawn,National Highway,Wet,Signs,33,4
0,Minor,11:07,Saturday,Stormy,Dawn,Urban Road,Icy,Signals,94,2
0,Minor,5:16,Sunday,Clear,Dark,National Highway,Wet,Signs,21,2
0,Minor,7:00,Thursday,Hazy,Daylight,Village Road,Under Construction,None,117,2
0,Minor,2:43,Thursday,Snowy,Dusk,State Highway,Under Construction,None,80,4
0,Minor,6:01,Wednesday,Clear,Dawn,National Highway,Under Construction,Guard,36,3
0,Serious,1:44,Sunday,Hazy,Dark,Urban Road,Dry,Signs,97,1
1,Minor,1:54,Monday,Clear,Dawn,State Highway,Dry,Signs,108,2
0,Minor,8:02,Monday,Rainy,Daylight,National Highway,Dry,Guard,67,1
1,Serious,17:23,Tuesday,Rainy,Dusk,State Highway,Wet,Unknown,110,5
0,Minor,12:22,Friday,Clear,Daylight,Urban Road,Under Construction,Signs,27,4
0,Minor,4:31,Saturday,Foggy,Dark,Village Road,Wet,Signs,75,5
0,Minor,20:14,Friday,Rainy,Dawn,Village Road,Icy,Signs,36,2
0,Minor,4:25,Sunday,Snowy,Daylight,National Highway,Icy,Unknown,88,3
0,Minor,0:56,Friday,Hazy,Dark,Village Road,Dry,None,31,2
1,Minor,5:28,Tuesday,Stormy,Dawn,National Highway,Icy,Guard,57,1
0,Minor,4:10,Friday,Rainy,Dusk,State Highway,Under Construction,Unknown,37,2
1,Minor,17:00,Wednesday,Clear,Daylight,National Highway,Icy,Signals,45,3
1,Minor,15:09,Tuesday,Foggy,Dawn,National Highway,Dry,Signals,114,3
1,Minor,12:34,Wednesday,Stormy,Dawn,National Highway,Wet,Unknown,56,4
1,Minor,11:24,Sunday,Hazy,Dawn,Village Road,Icy,Unknown,89,4
0,Minor,2:25,Tuesday,Hazy,Dawn,National Highway,Under Construction,None,60,3
0,Minor,23:02,Sunday,Rainy,Daylight,Urban Road,Under Construction,Signals,98,3
0,Minor,15:33,Sunday,Hazy,Dawn,National Highway,Under Construction,Guard,61,1
0,Serious,20:56,Friday,Hazy,Dark,State Highway,Wet,Signs,109,2
0,Minor,7:51,Wednesday,Foggy,Daylight,Urban Road,Under Construction,Signs,95,4
1,Minor,11:05,Sunday,Foggy,Dawn,State Highway,Dry,None,60,1
0,Minor,7:16,Wednesday,Foggy,Daylight,State Highway,Dry,None,66,2
0,Minor,4:50,Wednesday,Clear,Dark,State Highway,Under Construction,Signals,33,4
0,Minor,20:03,Tuesday,Hazy,Dark,Urban Road,Icy,Guard,20,1
0,Minor,9:10,Thursday,Hazy,Daylight,Urban Road,Under Construction,Guard,36,5
0,Minor,2:33,Friday,Hazy,Dawn,Village Road,Dry,Unknown,116,5
1,Minor,22:56,Sunday,Snowy,Dawn,Urban Road,Dry,None,74,4
0,Serious,14:28,Wednesday,Foggy,Dark,National Highway,Dry,Signs,112,1
0,Minor,0:03,Saturday,Stormy,Dawn,State Highway,Icy,Signs,72,2
0,Minor,5:08,Thursday,Rainy,Dark,Village Road,Icy,Signals,50,2
0,Minor,8:45,Sunday,Stormy,Dawn,Urban Road,Icy,Signs,81,1
0,Minor,16:36,Saturday,Clear,Dark,State Highway,Dry,Guard,27,5
0,Minor,5:37,Friday,Clear,Dusk,Urban Road,Wet,Guard,49,1
0,Minor,11:21,Friday,Hazy,Dawn,Village Road,Under Construction,None,96,5
0,Minor,19:26,Wednesday,Stormy,Dawn,Urban Road,Under Construction,Signals,99,5
0,Minor,15:37,Wednesday,Hazy,Dawn,Urban Road,Dry,Signs,85,2
0,Minor,5:56,Sunday,Snowy,Daylight,State Highway,Icy,None,64,4
0,Minor,3:43,Tuesday,Clear,Dawn,National Highway,Wet,Unknown,37,3
0,Minor,21:03,Thursday,Clear,Daylight,Urban Road,Wet,Unknown,118,1
0,Minor,18:33,Sunday,Stormy,Daylight,Village Road,Icy,Signs,64,5
1,Minor,15:56,Thursday,Clear,Dark,Urban Road,Under Construction,Signs,38,1
0,Minor,20:04,Wednesday,Snowy,Daylight,Urban Road,Under Construction,Signs,96,4
0,Minor,18:39,Friday,Snowy,Daylight,National Highway,Wet,Guard,87,4
0,Minor,18:47,Wednesday,Snowy,Dusk,State Highway,Wet,Signs,102,3
0,Minor,12:29,Friday,Rainy,Dawn,Village Road,Icy,Unknown,69,3
0,Minor,2:36,Sunday,Snowy,Daylight,State Highway,Under Construction,Signs,44,5
0,Minor,2:23,Friday,Snowy,Dawn,State Highway,Wet,Signals,57,3
1,Minor,0:12,Wednesday,Rainy,Daylight,State Highway,Under Construction,Unknown,114,5
0,Minor,7:12,Monday,Hazy,Dark,Urban Road,Wet,Signals,55,2
0,Minor,17:17,Thursday,Foggy,Dusk,National Highway,Icy,Unknown,87,5
0,Minor,23:12,Saturday,Clear,Daylight,Urban Road,Under Construction,None,75,3
0,Minor,18:37,Friday,Snowy,Dawn,Village Road,Wet,Unknown,58,1
0,Serious,19:54,Friday,Clear,Dark,National Highway,Wet,Unknown,82,3
0,Minor,1:13,Monday,Stormy,Dawn,State Highway,Wet,Signals,26,4
1,Serious,8:09,Sunday,Clear,Dark,National Highway,Wet,Signals,77,3
0,Minor,3:33,Sunday,Hazy,Dusk,Village Road,Icy,Unknown,99,2
0,Minor,13:24,Sunday,Rainy,Dark,Urban Road,Under Construction,Unknown,78,5
1,Minor,5:37,Saturday,Clear,Dawn,Urban Road,Under Construction,Guard,67,4
0,Minor,17:52,Tuesday,Clear,Dawn,State Highway,Dry,None,24,5
1,Minor,15:35,Monday,Clear,Daylight,Urban Road,Under Construction,None,106,5
0,Minor,10:07,Saturday,Foggy,Dark,Urban Road,Dry,Signs,55,3
1,Serious,8:28,Monday,Foggy,Dawn,Village Road,Wet,Unknown,115,1
0,Minor,21:06,Friday,Stormy,Daylight,National Highway,Icy,Unknown,107,4
1,Minor,17:27,Thursday,Rainy,Dusk,Urban Road,Icy,Unknown,44,2
1,Minor,9:21,Monday,Clear,Dawn,Village Road,Wet,Unknown,64,2
0,Minor,15:48,Tuesday,Clear,Daylight,Village Road,Dry,None,111,1
1,Minor,7:51,Wednesday,Clear,Dawn,State Highway,Wet,Signals,38,1
0,Minor,23:09,Saturday,Clear,Dark,Village Road,Icy,Guard,26,3
0,Minor,4:16,Monday,Foggy,Daylight,State Highway,Icy,Signals,77,2
0,Serious,7:07,Monday,Hazy,Dark,Urban Road,Under Construction,Signals,100,4
0,Minor,1:05,Tuesday,Hazy,Dusk,State Highway,Dry,None,85,1
0,Serious,23:56,Thursday,Stormy,Dark,Village Road,Under Construction,Guard,99,1
0,Minor,2:00,Monday,Snowy,Daylight,National Highway,Icy,Unknown,58,1
0,Minor,9:57,Monday,Rainy,Dawn,National Highway,Icy,None,37,4
1,Minor,16:10,Thursday,Hazy,Daylight,Urban Road,Under Construction,None,20,2
1,Serious,23:21,Tuesday,Clear,Dark,Urban Road,Under Construction,Guard,82,4
0,Minor,20:05,Saturday,Hazy,Dark,National Highway,Icy,Signs,22,4
0,Minor,11:45,Saturday,Stormy,Dawn,State Highway,Under Construction,None,40,3
0,Minor,9:09,Monday,Snowy,Dusk,Urban Road,Under Construction,Signals,49,1
0,Minor,0:38,Thursday,Hazy,Daylight,Village Road,Dry,Signals,30,2
0,Minor,10:23,Monday,Stormy,Dawn,Urban Road,Icy,Unknown,41,3
0,Minor,3:14,Sunday,Foggy,Dawn,State Highway,Wet,None,76,3
0,Minor,17:51,Wednesday,Snowy,Dawn,Urban Road,Dry,Unknown,108,5
1,Minor,21:10,Saturday,Stormy,Daylight,Village Road,Wet,None,22,1
0,Minor,2:22,Sunday,Hazy,Daylight,Village Road,Under Construction,Guard,49,2
0,Minor,19:43,Friday,Foggy,Daylight,Village Road,Under Construction,None,107,2
0,Minor,9:44,Wednesday,Stormy,Dusk,State Highway,Wet,Signs,64,2
0,Minor,5:07,Monday,Stormy,Dawn,State Highway,Under Construction,Signals,55,1
0,Serious,2:49,Tuesday,Hazy,Dark,Village Road,Under Construction,Guard,106,2
0,Serious,11:01,Saturday,Snowy,Dark,Village Road,Dry,Signals,91,4
0,Minor,1:59,Friday,Foggy,Dawn,State Highway,Wet,Unknown,83,4
0,Minor,18:42,Wednesday,Clear,Dark,State Highway,Dry,Guard,73,1
1,Serious,5:30,Saturday,Rainy,Dusk,State Highway,Wet,Signs,87,2
1,Minor,15:08,Thursday,Snowy,Dusk,National Highway,Dry,Signals,69,5
0,Minor,16:36,Tuesday,Foggy,Daylight,State Highway,Icy,None,50,5
0,Minor,17:04,Wednesday,Stormy,Daylight,Village Road,Icy,None,48,5
0,Minor,19:49,Thursday,Foggy,Daylight,National Highway,Wet,None,78,4
0,Minor,16:46,Sunday,Rainy,Daylight,State Highway,Icy,Guard,55,5
0,Minor,17:48,Monday,Hazy,Daylight,Village Road,Dry,Signs,96,2
0,Serious,8:14,Thursday,Rainy,Dark,Urban Road,Wet,Signs,92,2
0,Serious,5:20,Wednesday,Clear,Dark,National Highway,Icy,Signs,104,5
0,Minor,14:43,Wednesday,Clear,Daylight,Village Road,Icy,Signals,86,3
0,Minor,6:39,Sunday,Rainy,Dusk,Urban Road,Wet,Guard,108,5
1,Serious,6:40,Monday,Snowy,Dark,Village Road,Icy,None,108,3
1,Minor,18:26,Thursday,Snowy,Dusk,State Highway,Icy,Signals,95,1
1,Serious,0:10,Thursday,Stormy,Dusk,State Highway,Wet,Signs,112,1
0,Minor,18:11,Monday,Clear,Dawn,Urban Road,Icy,None,30,2
1,Minor,17:32,Thursday,Stormy,Dawn,State Highway,Icy,Guard,30,4
0,Minor,4:40,Saturday,Clear,Daylight,Village Road,Icy,Unknown,45,2
1,Minor,8:01,Monday,Rainy,Dusk,Urban Road,Icy,Signs,72,2
0,Minor,1:23,Tuesday,Snowy,Dark,Village Road,Under Construction,Signs,33,4
1,Fatal,3:41,Wednesday,Snowy,Dawn,Village Road,Wet,Signs,83,2
0,Minor,13:13,Tuesday,Rainy,Dawn,Village Road,Under Construction,Signs,99,4
1,Minor,13:37,Saturday,Stormy,Dusk,State Highway,Under Construction,None,29,2
1,Minor,7:50,Sunday,Stormy,Dawn,State Highway,Dry,Guard,50,1
0,Minor,15:01,Saturday,Foggy,Dawn,Village Road,Under Construction,Signals,114,3
0,Minor,14:34,Friday,Clear,Dark,National Highway,Under Construction,None,55,2
1,Minor,11:35,Friday,Stormy,Dusk,Village Road,Dry,Guard,29,3
0,Minor,18:19,Friday,Rainy,Dawn,Village Road,Icy,Signals,45,5
1,Minor,23:40,Monday,Stormy,Dusk,Urban Road,Icy,Signs,39,2
0,Minor,21:10,Thursday,Snowy,Dawn,Village Road,Under Construction,Guard,63,1
0,Serious,9:41,Saturday,Clear,Dark,State Highway,Dry,Signs,81,4
0,Minor,8:59,Tuesday,Hazy,Dusk,Urban Road,Icy,Guard,92,1
0,Minor,18:33,Sunday,Foggy,Dawn,National Highway,Dry,Unknown,98,3
1,Serious,14:05,Tuesday,Clear,Dark,Urban Road,Wet,Signs,28,4
0,Minor,14:35,Tuesday,Snowy,Dawn,National Highway,Wet,Signs,90,1
0,Minor,11:49,Tuesday,Snowy,Dusk,Urban Road,Wet,Signs,109,1
0,Minor,19:51,Sunday,Snowy,Dawn,Urban Road,Wet,None,43,1
0,Minor,20:22,Friday,Snowy,Dusk,National Highway,Under Construction,Signals,31,4
1,Minor,0:05,Tuesday,Rainy,Dusk,State Highway,Wet,Signs,79,1
1,Serious,18:07,Sunday,Foggy,Dawn,State Highway,Wet,Signs,103,1
0,Serious,13:57,Sunday,Hazy,Dark,State Highway,Dry,None,97,3
1,Minor,5:51,Thursday,Snowy,Daylight,Urban Road,Icy,None,105,1
1,Minor,14:50,Sunday,Snowy,Dark,Village Road,Dry,Unknown,35,1
0,Minor,13:27,Friday,Stormy,Dark,Urban Road,Under Construction,Guard,48,5
1,Minor,18:35,Tuesday,Foggy,Dawn,Village Road,Wet,Signs,51,4
0,Serious,2:55,Sunday,Clear,Dark,Village Road,Icy,Guard,102,5
0,Minor,11:45,Monday,Foggy,Dark,State Highway,Icy,None,54,3
1,Minor,16:02,Sunday,Foggy,Daylight,Village Road,Wet,None,62,5
0,Serious,7:55,Wednesday,Hazy,Dark,Urban Road,Wet,Unknown,115,2
1,Minor,10:56,Wednesday,Foggy,Daylight,Urban Road,Under Construction,Signals,72,4
1,Minor,12:38,Wednesday,Hazy,Dawn,State Highway,Under Construction,None,39,1
0,Minor,13:15,Sunday,Snowy,Daylight,National Highway,Wet,Signs,103,5
1,Minor,9:59,Friday,Snowy,Dusk,Urban Road,Wet,Unknown,27,5
0,Minor,17:22,Tuesday,Rainy,Dusk,Village Road,Wet,Signals,118,1
0,Minor,13:50,Saturday,Hazy,Daylight,Urban Road,Wet,Unknown,61,1
0,Minor,22:09,Saturday,Hazy,Dusk,Urban Road,Icy,None,96,3
1,Minor,6:38,Saturday,Clear,Dawn,Urban Road,Under Construction,Signals,89,5
0,Minor,22:08,Friday,Stormy,Dusk,National Highway,Wet,Guard,35,5
0,Minor,15:10,Thursday,Foggy,Daylight,Village Road,Wet,Signals,88,2
0,Minor,4:33,Monday,Clear,Dawn,State Highway,Icy,Signs,72,2
1,Minor,5:45,Monday,Hazy,Dusk,Urban Road,Dry,Guard,64,5
0,Minor,13:46,Wednesday,Clear,Dawn,Village Road,Wet,Guard,70,2
0,Minor,20:07,Wednesday,Rainy,Daylight,Village Road,Icy,Signs,117,5
0,Minor,22:39,Sunday,Stormy,Dusk,State Highway,Icy,Guard,25,4
0,Minor,4:48,Saturday,Hazy,Dawn,Urban Road,Dry,None,52,3
1,Minor,8:44,Sunday,Hazy,Dawn,National Highway,Under Construction,Signals,98,2
0,Minor,19:23,Saturday,Foggy,Dusk,Village Road,Under Construction,Signals,34,5
0,Minor,19:04,Wednesday,Stormy,Dawn,State Highway,Under Construction,Signs,33,2
1,Minor,23:08,Tuesday,Rainy,Dawn,National Highway,Wet,None,58,3
0,Minor,17:51,Thursday,Snowy,Daylight,Village Road,Under Construction,Guard,82,4
1,Minor,18:40,Sunday,Clear,Daylight,Urban Road,Wet,Signals,24,1
0,Minor,18:58,Thursday,Foggy,Daylight,Village Road,Wet,Signals,109,1
1,Minor,0:01,Thursday,Hazy,Daylight,National Highway,Icy,Signals,100,2
0,Minor,22:36,Thursday,Snowy,Daylight,National Highway,Under Construction,Signals,71,5
0,Minor,23:52,Wednesday,Rainy,Daylight,Urban Road,Under Construction,Unknown,35,3
1,Minor,8:36,Monday,Stormy,Dusk,Urban Road,Under Construction,Signs,118,4
1,Minor,9:06,Wednesday,Clear,Daylight,State Highway,Wet,Guard,57,4
1,Minor,22:53,Thursday,Foggy,Dawn,Urban Road,Wet,Guard,72,4
0,Minor,16:44,Wednesday,Hazy,Dusk,State Highway,Under Construction,Signs,106,1
1,Serious,20:22,Thursday,Hazy,Dawn,National Highway,Wet,None,96,3
1,Serious,11:12,Friday,Snowy,Daylight,National Highway,Wet,Signs,116,1
0,Minor,19:46,Saturday,Snowy,Daylight,Village Road,Dry,Signals,112,2
1,Minor,7:32,Monday,Clear,Dawn,Village Road,Dry,Signals,72,4
1,Minor,6:11,Friday,Stormy,Dawn,State Highway,Under Construction,Signs,65,3
0,Minor,14:30,Tuesday,Rainy,Dawn,Urban Road,Under Construction,Signs,117,4
0,Fatal,22:21,Wednesday,Stormy,Dark,Urban Road,Dry,Guard,117,1
0,Serious,2:03,Tuesday,Stormy,Dark,Village Road,Wet,Guard,110,1
0,Minor,20:19,Sunday,Stormy,Dark,National Highway,Wet,Unknown,34,1
0,Minor,20:31,Wednesday,Clear,Dark,State Highway,Icy,Unknown,78,4
0,Minor,1:08,Saturday,Clear,Dusk,National Highway,Under Construction,Signals,69,3
0,Minor,2:44,Friday,Rainy,Daylight,National Highway,Under Construction,Unknown,28,3
0,Minor,20:50,Saturday,Stormy,Dawn,Urban Road,Under Construction,Unknown,45,2
0,Minor,15:29,Sunday,Clear,Daylight,State Highway,Icy,None,22,4
1,Minor,0:22,Thursday,Rainy,Dawn,National Highway,Icy,Signs,119,2
1,Minor,17:04,Saturday,Hazy,Daylight,Village Road,Wet,Guard,66,2
0,Minor,4:09,Saturday,Rainy,Dusk,Village Road,Dry,Unknown,24,2
1,Serious,19:10,Thursday,Stormy,Dark,Urban Road,Dry,Guard,81,2
0,Minor,17:11,Wednesday,Foggy,Daylight,Village Road,Dry,Unknown,103,1
0,Minor,13:33,Thursday,Stormy,Dawn,Village Road,Wet,Unknown,103,2
0,Minor,19:40,Friday,Foggy,Daylight,National Highway,Dry,Signals,24,3
0,Minor,12:11,Saturday,Rainy,Dusk,Village Road,Icy,None,29,2
1,Minor,15:19,Thursday,Hazy,Dusk,Village Road,Icy,Signs,99,1
1,Minor,1:56,Sunday,Hazy,Daylight,National Highway,Under Construction,Signs,82,5
0,Minor,11:30,Sunday,Clear,Dark,Urban Road,Dry,Signals,44,5
0,Minor,11:09,Saturday,Hazy,Dawn,Urban Road,Icy,Signals,63,5
0,Minor,14:35,Friday,Snowy,Dusk,State Highway,Under Construction,Signs,44,4
0,Minor,21:37,Tuesday,Rainy,Dusk,Village Road,Dry,Signs,49,3
0,Minor,22:44,Friday,Clear,Daylight,National Highway,Dry,None,33,1
0,Minor,20:05,Monday,Hazy,Dusk,State Highway,Icy,Unknown,105,5
1,Minor,20:19,Monday,Rainy,Dusk,Urban Road,Under Construction,None,62,1
1,Minor,16:05,Monday,Stormy,Dawn,Urban Road,Under Construction,Signs,47,1
0,Serious,2:54,Saturday,Hazy,Dark,National Highway,Icy,Unknown,113,4
1,Minor,14:56,Sunday,Foggy,Dawn,State Highway,Icy,Signs,38,5
0,Minor,20:20,Wednesday,Rainy,Dark,State Highway,Icy,None,61,2
0,Minor,21:16,Sunday,Clear,Dawn,National Highway,Dry,None,39,1
0,Minor,21:24,Wednesday,Stormy,Daylight,National Highway,Icy,None,118,5
0,Minor,4:53,Wednesday,Snowy,Dusk,State Highway,Icy,Unknown,105,1
1,Serious,15:46,Sunday,Stormy,Dark,Urban Road,Wet,Guard,98,4
0,Minor,7:05,Saturday,Hazy,Daylight,Village Road,Icy,Guard,30,4
0,Minor,5:22,Friday,Foggy,Dusk,Urban Road,Icy,Signs,73,2
0,Minor,4:23,Wednesday,Stormy,Dusk,National Highway,Dry,Unknown,117,4
0,Minor,4:49,Tuesday,Snowy,Dusk,State Highway,Under Construction,Signals,43,5
1,Minor,9:38,Sunday,Clear,Dawn,State Highway,Dry,Guard,89,4
0,Minor,1:29,Sunday,Rainy,Daylight,Village Road,Wet,Unknown,36,2
0,Minor,14:37,Monday,Foggy,Daylight,State Highway,Icy,Unknown,47,3
0,Minor,0:00,Friday,Snowy,Dusk,Village Road,Icy,Guard,69,1
0,Serious,23:22,Monday,Hazy,Dark,Urban Road,Icy,Unknown,114,1
0,Minor,7:25,Sunday,Hazy,Daylight,Urban Road,Icy,Unknown,119,5
0,Minor,21:03,Sunday,Hazy,Dawn,State Highway,Icy,Guard,74,2
0,Serious,9:52,Wednesday,Foggy,Dark,State Highway,Icy,None,92,2
1,Serious,5:30,Friday,Stormy,Dark,National Highway,Wet,Signs,29,2
1,Minor,2:18,Thursday,Foggy,Dark,National Highway,Icy,Signals,40,1
1,Minor,3:10,Tuesday,Hazy,Dark,State Highway,Icy,Signs,77,4
0,Minor,12:37,Wednesday,Snowy,Daylight,State Highway,Icy,None,53,1
0,Minor,13:44,Sunday,Rainy,Dusk,Urban Road,Wet,None,114,1
0,Serious,0:49,Wednesday,Rainy,Dark,State Highway,Icy,Unknown,112,1
1,Minor,23:51,Tuesday,Foggy,Dawn,National Highway,Wet,Signs,62,4
0,Minor,5:40,Sunday,Hazy,Dawn,Urban Road,Dry,None,30,3
0,Minor,5:52,Tuesday,Clear,Dusk,Village Road,Icy,Signs,52,5
0,Minor,1:02,Thursday,Foggy,Daylight,National Highway,Under Construction,None,77,3
0,Minor,20:15,Wednesday,Hazy,Dusk,National Highway,Wet,Signals,65,3
0,Minor,22:34,Saturday,Stormy,Dark,Urban Road,Dry,None,80,1
0,Minor,14:28,Wednesday,Rainy,Daylight,Village Road,Wet,Signs,81,3
1,Minor,19:38,Monday,Rainy,Daylight,National Highway,Wet,Unknown,20,1
0,Minor,0:42,Friday,Rainy,Dark,State Highway,Dry,Signs,40,1
0,Minor,0:11,Friday,Clear,Dawn,National Highway,Icy,Guard,81,5
0,Serious,15:51,Monday,Hazy,Dark,Urban Road,Icy,Signs,83,2
0,Minor,11:59,Sunday,Hazy,Dusk,Urban Road,Wet,Signals,106,1
0,Serious,19:36,Friday,Hazy,Dark,Urban Road,Dry,Signals,92,3
1,Minor,9:25,Tuesday,Hazy,Dawn,National Highway,Icy,Signals,75,5
0,Minor,11:29,Friday,Clear,Dark,Village Road,Wet,None,20,3
1,Minor,10:23,Friday,Snowy,Dusk,State Highway,Under Construction,Signals,40,2
0,Minor,7:43,Monday,Foggy,Dusk,Urban Road,Dry,Signs,41,4
0,Minor,3:13,Sunday,Foggy,Dawn,Village Road,Under Construction,Unknown,73,2
1,Minor,20:22,Thursday,Hazy,Dusk,State Highway,Under Construction,Signals,23,5
0,Minor,18:03,Friday,Stormy,Dusk,Urban Road,Wet,Signs,84,2
0,Minor,19:00,Saturday,Rainy,Dark,State Highway,Dry,None,70,2
0,Minor,8:06,Friday,Clear,Daylight,State Highway,Icy,None,93,5
0,Minor,11:07,Thursday,Stormy,Dusk,Village Road,Icy,Unknown,82,5
1,Minor,16:58,Monday,Stormy,Dusk,State Highway,Wet,Unknown,34,3
0,Minor,16:57,Thursday,Hazy,Dawn,Urban Road,Icy,Signs,55,1
1,Minor,18:52,Monday,Clear,Dawn,Village Road,Icy,Unknown,48,4
1,Minor,20:37,Tuesday,Foggy,Dark,National Highway,Under Construction,Unknown,71,4
0,Minor,11:18,Monday,Rainy,Dark,National Highway,Under Construction,None,65,4
1,Minor,1:20,Tuesday,Foggy,Dusk,Village Road,Dry,Signs,88,2
0,Minor,4:16,Tuesday,Stormy,Daylight,National Highway,Under Construction,Unknown,48,5
1,Minor,21:11,Monday,Rainy,Daylight,State Highway,Icy,Signs,66,5
0,Serious,6:25,Saturday,Snowy,Dark,Urban Road,Dry,Signals,110,5
0,Minor,17:50,Wednesday,Stormy,Dawn,State Highway,Dry,None,44,1
0,Minor,7:11,Monday,Foggy,Dusk,Village Road,Wet,None,99,5
0,Minor,16:51,Friday,Foggy,Dusk,Urban Road,Under Construction,None,35,5
0,Minor,4:01,Saturday,Hazy,Daylight,Village Road,Dry,Guard,119,2
1,Serious,11:19,Saturday,Foggy,Dark,Village Road,Icy,Signs,108,3
0,Minor,0:07,Friday,Clear,Daylight,Village Road,Dry,Signals,60,4
0,Minor,14:15,Wednesday,Stormy,Daylight,State Highway,Dry,Unknown,84,2
1,Serious,6:10,Saturday,Rainy,Dark,Urban Road,Wet,Signals,88,2
0,Minor,16:18,Tuesday,Foggy,Dawn,Urban Road,Icy,Signs,39,2
1,Minor,21:10,Wednesday,Hazy,Dusk,Urban Road,Icy,None,88,4
1,Minor,8:53,Sunday,Hazy,Dawn,State Highway,Under Construction,Guard,55,2
1,Serious,19:32,Friday,Foggy,Dark,National Highway,Icy,Signs,112,3
1,Serious,8:05,Wednesday,Clear,Dark,State Highway,Dry,Signs,117,5
0,Minor,8:24,Monday,Hazy,Dusk,State Highway,Icy,Unknown,77,3
0,Minor,20:22,Wednesday,Rainy,Dawn,Village Road,Icy,Signals,67,5
1,Minor,10:55,Tuesday,Stormy,Dusk,Urban Road,Dry,Signals,101,5
0,Minor,13:41,Monday,Snowy,Daylight,Urban Road,Wet,Unknown,21,2
0,Minor,21:26,Thursday,Clear,Daylight,National Highway,Under Construction,Guard,99,2
0,Minor,21:51,Friday,Hazy,Daylight,National Highway,Under Construction,None,48,4
